LAPSYD	PHOIBLE_REF	PHOIBLE_KEY
Rood, David R. & Allan R. Taylor. 1996. Sketch of Lakhota, a Siouan Language. In Handbook of North American Indians 17 (Languages): 440-482. Smithsonian Institution, Washington DC.		
Rood, David S. 1975. Implications of Wichita phonology. Language 51: 315-337.	Rood, D. S.. 1975. {The Implications of Wichita Phonology}. 51. 315--337	Rood1975
Rood, David S. 1976. Wichita Grammar. Garland Publishing, New York and London.		
Roos, Martina Erica. 2000. The Western Yugur (Yellow Uygur) Language: Grammar, Texts, Vocabulary. Ph D. dissertation, Leiden University.		
Rose Françoise. 2001-2002. Le probleme de la nasalité dans l’inventaire phonologique de l’ émérillon. Amerindia 26/27: 147-172. Available at https://halshs.archives-ouvertes.fr/halshs-00453556/document		
Rose, Françoise. 2000. Elements de Phonétique, Phonologie et Morphophonologie de l'Emerillon. Mémoire de D.E.A. de Sciences du Langage, Université Lumière Lyon II.		
Rose, Phil, & Frances Morphy. 1982. Yolngu Sounds (tape and listening exercise). Australian National University, Canberra.	Rose, P.; Morphy, F.. 1982. {Yolngu Sounds (Tape and Listening Exercise)}. Canberra. Australian National University	RoseMorphy1982
"Ross, M. 1980. Some elements of Vanimo, a New Guinea tone language"". Papers in New Guinea Linguistics 20 (Pacific Linguistics, Series A, No. 56): 77-109."	Ross, Malcolm. 1980. {Some Elements of Vanimo, a New Guinea Tone Language}. Papers in New Guinea Linguistics 20. Canberra. Australian National University. 56. 77--109	Ross1980
Ross, Malcolm (adapted by). 2002. Jabêm. In J. Lynch, M. Ross & T. Crowley (eds), The Oceanic Languages. Curzon Press, Richmond, Surrey: 270-296.		
Ross, Malcolm (adapted by). 2002. Kele. In J. Lynch, M. Ross & T. Crowley (eds), The Oceanic Languages. Curzon Press, Richmond, Surrey: 123-147.		
Ross, Malcolm D. 1995. Yabem. In D. T. Tryon (ed). Comparative Austronesian Dictionary. De Gruyter, Berlin: 699–718 (not seen).		
Ross, Malcolm. 1995. Tonogenesis in the North Huon Gulf chain. In J.A. Edmondson & K. J. Gregerson, eds., Tonality in Austronesian Languages (Oceanic Linguistics Special Publication 24), University of Hawaii Press, Honolulu:133-153.		
Round, Eric Ross. 2009. Kayardild Morphology, Phonology and Morphosyntax. Ph . D. dissertation, Yale University, New Haven, CT. http://uq.academia.edu/ErichRound/Papers/572301/Kayardild_morphology_phonology_and_morphosyntax. Accessed June 24 2012.	Round, Erich Ross. 2009. Kayardild morphology, phonology and morphosyntax. New Haven: Yale University. 798	43598
Round, Erich. 2011. Word final phonology in Lardil: Implications of an expanded data set. Australian Journal of Linguistics, 31 3: 327-350	Round, Erich R.. Word final phonology in Lardil: Implications of an expanded data set. 31. 327--350	round_word_2011
Rowan, Orland. 1967. Phonology of Paresi. Acta Linguistica Hafniensa 10: 201-210.		
Rozelle, Lorna. 1997. The effect of stress on vowel length in Aleut. UCLA Working Papers in Phonetics 95: 91-101.		
Rubin, Aaron D. 2010. The Mehri Language of Oman. Brill, Leiden.	Rubin, Aaron D.. 2010. The Mehri Language of Oman. Leiden. Brill. 362	142411
Rubin, Aaron D. 2015. The classification of Hobyot. In Butts, Aaron Michael (Ed), Semitic Languages in Contact. Brill, Leiden: 311-332.		
Rubin, Aaron D. 2018. Omani Mehri: A New Grammar with Texts. Brill, Leiden.		
Rumsey, Alan. 1982. An Intra-Sentence Grammar of Ungarinjin, North-Western Australia (Pacific linguistics. Series B, no. 86.) Research School of Pacific Studies, Australian National University, Canberra.	Rumsey, Alan. 1982. An intra-sentence grammar of Ungarinjin, north-western Australia. Canberra. Research School of Pacific and Asian Studies, Australian National University. 86. xii+198	303263
Rumsey, Alan. 2000. Bunuba. In R.M.W. Dixon & B. J. Blake, eds, Handbook of Australian Languages, Volume 5, Oxford University Press, Oxford: 34-152. (Has frequency data for initial and final segment occurrences in lexicon — no overall totals, but reasonable inferences may be drawn)		
Rumu Dictionary. 0000 https://pnglanguages.sil.org/resources/dictionaries/klq		
Róna-Tas, András. (0000, retrieved 28 July 2008). Nutshell Chuvash. http://www2.lingfil.uu.se/afro/turkiskasprak/IP2007/NUTSHELLCHUVASH.pdf		
Rößler, Eva-Maria. 2008. Aspectos da Gramática Achê.; Descrição e Reflexão sobre uma Hipótese de Contato. Master's Thesis. Universidade Estadual de Campinas, Campinas.	Roessler, Eva-Maria. 2008. Aspectos da gram{\'a}tica ach{\^e}: descri{\c c}{\~a}o e reflex{\~a}o sobre uma hip{\'o}tese de contato. Universidade Estadual de Campinas	2068_Roessler2008
SIL (0000). Organised Phonology Data: Selepet Language [SET]. Available at http://www.sil.org/pacific/png/pubs/928474542297/Selepet.pdf		
SIL Papua New Guinea. 1992. Organized Phonology Data. Bukiyip (Mt Arapesh) Language. Available at http://www.sil.org/pacific/png/pubs/928474542242/Bukiyip.pdf		
SIL [Attributed to Mel & Pat Edmiston]. 2004. Organised Phonology Data: Alamblak Language [amp]. SIL, Ukarumpa. Available at http://www.sil.org/pacific/png/pubs/928474542279/alamblak_opd.pdf (Retrieved April 13 2007).		
SIL, checked by Liisa Järvinen. [1992]. Organised Phonology Data: Mauwake (Ulingan) Language. SIL Papua New Ginea, Ukarumpa.		
SIL. 1992. Organised Phonology Data, Daga (Dimuga) Language [DGZ] Milne Bay Province. SIL, Ukarumpa. [Attributed to Murane]. (available on-line at http://www.sil.org/pacific/png/pubs/928474542246/Daga.pdf)		
SIL. 1998. Organised Phonology Data, Amele Language [ami]. Ukarumpa, SIL Papua New Guinea.		
SIL. 2004. Organised Phonology Data: Kapau. Available at http://www.sil.org/pacific/png/pubs/928474542380/Kapau.pdf		
SIL. 0000 Organised Phonology Data: Baining [Kakat dialect] (Kakat) Language [BYX] East New Britain Province. SIL Papua New Guinea, Ukarumpa.		
Sadock, Jerrold. 2003. A Grammar of Kalaallisut (West Greenlandic Inuttut). Munich: Lincom Europa.		
Sadowsky, Scott, Héctor Painequeo, Gastón Salamanca & Heriberto Avelino. 2013. Illustration of the IPA: Mapudungun. Journal of the International Phonetic Association 43: 87-96.		
Salamanca, Danilo. 1988. Elementos de Gramatica del Miskito. Ph. D. Thesis,Massachusetts Institute of Technology, Cambridge MA. Available at http://hdl.handle.net/1721.1/14319		
Salamanca, Danilo. 2008. EI idioma miskito: estado de la lengua y características tipológicas. Letras 43: 91-122.		
Salamanca, Danilo. 0000 Gramática escolar del Miskito/Manual de Gramática del Miskito (Draft). Consulted at http://alanrking.info/SAL-escolar.php. March 8 2015.		
Salser Jr., J. K. 1971. Cubeo phonemics. Linguistics 75: 74-79.	Salser, J. K.. 1971. {Cubeo Phonemics}. 75. 74--79	Salser1971
Salser, J. K. and Neva Salser. 1976. Fonología del cubeo. In Sistemas fonológicos de idiomas colombianos 3. Editorial Townsend, Lomalinda: 71-79. (Translation of Salser 1971)		
Saltarelli, Mario. 1988. Basque. Croom Helm, London.		
Samarin, William J. 1967a. Basic Course in Sango. Grace Theological Seminary and College, Winona Lake, IN.	Samarin, William J.. 1967. {Basic Course in Sango}. Winona Lake, IN. Grace Theological Seminary and College	Samarin1967a
Samarin, William J. 1967b. A Grammar of Sango. Mouton, The Hague.	Samarin, William J.. 1967. {A Grammar of Sango}. The Hague. Mouton	Samarin1967b
Samely, Ursula. 1991. Kedang (Eastern Indonesia): Some Aspects of its Grammar. Helmut Buske, Hamburg.		
Sapir, E. and Hoijer, H. 1967. The phonology and morphology of the Navaho language. University of California Press, Berkeley and Los Angeles.	Sapir, Edward; Hoijer, Harry. 1967. {The Phonology and Morphology of the Navaho Language}. Berkeley. University of California Press. 50	SapirHoijer1967
Sapir, Edward and Morris Swadesh, ed by Mary R. Haas. 1960. Yana Dictionary. University of California Press, Berkeley and Los Angeles.	Sapir, Edward; Swadesh, Morris. 1960. {Yana Dictionary}. Berkeley. University of California Press. 22	SapirSwadesh1960
Sapir, Edward. 1910. Yana texts. University of California Publications in American Archaeology and Ethnology 9:1-235. Available at http://digitalassets.lib.berkeley.edu/anthpubs/ucb/text/ucp009-003.pdf		
Sapir, Edward. 1922. The fundamental elements of Northern Yana. University of California Publications in American Archaeology and Ethnology 13/6: 215-234. Available at http://soda2.sou.edu/awdata/030512d1.pdf		
Sapir, J. David. 1965. A Grammar of Diola-Fogny. Cambridge University Press, Cambridge.	Sapir, J. David. 1965. {A Grammar of Diola-Fogny}. Ibadan. Cambridge University Press, in association with The West African Languages Survey and The Institute of African Studies. 3	Sapir1965
Sapir, J. David. 0000 Kujamaat-Jóola Phonetics. On-line at http://people.virginia.edu/~ds8s/Kujamaat-Joola/phonetic-Joola.html		
Saporta, Sol and Contreras, Heles. 1962. A Phonological Grammar of Spanish. University of Washington Press, Seattle.	Saporta, S.; Contreras, H.. 1962. {A Phonological Grammar of Spanish}. Seattle. University of Washington Press	SaportaContreras1962
Sastry, G. Devi Prasada. 1984. Mishmi Phonetic Reader. Central Institute of Indian Languages, Manasagangotri (Mysore).	Sastry, Devi Prasada G.. 1984. Mishmi Phonetic Reader. Mysore. Central Institute of Indian Languages	1767_Sastry1984
Sastry, Garimella Devi Prasada. 1984. Mishmi Grammar. Central Institute of Indian Languages (not seen)	Sastry, Devi Prasada G.. 1984. Mishmi Phonetic Reader. Mysore. Central Institute of Indian Languages	1767_Sastry1984
Sat, S.C. 1966. Tuvinskij jazyk. In V.V. Vinogradov (ed.), Jazyki Narodov SSSR, Vol 2. Nauka, Moscow and Leningrad: 387-402.		
Saul, Janice E. & Nancy Freiberger Wilson. 1980. Nung Grammar. Summer Institute of Linguistics & University of Texas, Arlington.		
Sauvageot, Serge. 1965. Description Synchronique d'un Dialecte Wolof: le Parler du Dyolof (Memoires de l'Institut Fondamental d'Afrique Noire 73). IFAN, Dakar.	Sauvageot, Serge. 1965. {Description synchronique d'un dialecte wolof: le parler du dyolof}. Dakar. Institut Fran{\c{c}}ais de l'Afrique Noire. 73	Sauvageot1965
Sauvel, Katherine Siva, and Pamela Munro. 1981. Chem'ivillu' (Let's Speak Cahuilla). Los Angeles: American Indian Studies Center, UCLA.		
Savà, Graziano. 2005. A Grammar of Ts'amakko. Rüdiger Köppe, Köln.	Sava, Graziano. 2005. A grammar of Ts'amakko. Rudiger Koppe	1608_Sava_tsamakko_tsb
Saxton, D. and L. Saxton. 1969. Dictionary: Papago and Pima to English, English to Papago and Pima. University of Arizona Press, Tucson.		
Saxton, Dean. 1963. Papago phonemes. International Journal of American Linguistics 29: 29-35.	Saxton, Dean. 1963. {Papago Phonemes}. 29. 29--35	Saxton1963
Sayers, Barbara J. 1977. What are contrastive syllables? The Wik-Munkan picture. In Joyce Hudson (ed.), Five papers in Australian phonologies , 131-43. Work Papers of SIL - AAB. Series A, 1. Darwin: Summer Institute of Linguistics. Available online at http://www.ausil.org.au/sites/ausil/files/WP-A-1%20Wik-Munkin%20Picture_0.pdf		
Sayers, Barbara. 1964. The phonemes of Coen Wik-Munkan. Section 1 of Sayers, B. and Godfrey, M. 1964. Outline description of the alphabet and grammar of a dialect of Wik-Munkan, spoken at Coen, North Queensland. Occasional Papers in Aboriginal Studies, Canberra. no. 2: 49-65.	Sayers, Barbara J.; Godfrey, Marie. 1964. {Outline Description of the Alphabet and Grammar of a Dialect of Wik-Munkan Spoken at Coen, North Queensland}. Gugu-Yalanji and Wik-Munkan Language Studies. Canberra. Australian Institute of Aboriginal Studies. 49--78	SayersGodfrey1964
Scatton, Ernest A. 1984. A Reference Grammar of Modern Bulgarian. Slavica Publishers, Columbus OH.	Scatton, Ernest A.. 1984. {A Reference Grammar of Modern Bulgarian}. Columbus, Ohio. Slavica Publishers	Scatton1984
Schaarschmidt, Gunter. 2004. Upper Sorbian, Second Edition. Lincom Europa, München.		
Schachter, Paul and Fe T. Otanes. 1972. Tagalog Reference Grammar. University of California Press, Berkeley and Los Angeles.	Schachter, Paul; Otanes, F{\'{e}} T.. 1972. {Tagalog Reference Grammar}. Berkeley. University of California Press	SchachterOtanes1972
Schadeberg, Thilo C. 1981. A Survey of Kordofanian: Volume 2, The Talodi Group. Helmut Buske, Hamburg.	Schadeberg, Thilo C.. 1981. {A Survey of Kordofanian. Volume 2: The Talodi Group}. Hamburg. Helmut Buske	Schadeberg1981b
Schadeberg, Thilo C. 1981. The classification of the Kadugli language group. In Nilo-Saharan, ed. by T. C. Schadeberg and M. Lional Bender. Foris Publications, Dordrecht: 291–305.		
Schadeberg, Thilo C. 1990. A Sketch of UMbundu. Rüdiger Köppe, Köln.		
Schadeberg, Thilo. 1982. Nasalization in UMbundu. Journal of African Languages and Linguistics 4: 109-132.	Schadeberg, Thilo C.. 1982. Nasalization in Umbundu. 4. 109--132	Schadeberg1982
Schauer, Stanley & Junia Schauer. 2000. El yucuna. In María Stella González de Pérez and María Luisa Rodríguez de Montes (eds.), Lenguas indígenas de Colombia: una visión descriptiva: 515-532. Instituto Caro y Cuervo, Bogotá.		
Schauer, Stanley and Junia. 1967. Yucuna phonemics. Phonemic Systems of Colombian Languages. Summer Institute of Linguistics, Norman.	Schauer, Stanley; Schauer, Junia G.. 1967. {Yucuna Phonemics}. Phonemic Systems of Colombian languages. Norman. Summer Institute of Linguistics of the University of Oklahoma. 14. 61--71	SchauerSchauer1967
Schlabach, Raymond A. 1974. Los fonemas del bribri del valle de Talamanca. América Indígena 34: 355-362.		
Schlegel, Stuart A. 1971. Tiruray-English Lexicon. University of California Press, Berkeley, Los Angeles, London. Republished 2016 on CreateSpace Independent Publishing Platform, Amazon.com. https://www.amazon.com/Tiruray-English-Lexicon-Stuart-Schlegel/dp/1523308362/ref=sr_1_1?s=books&ie=UTF8&qid=1511904097&sr=1-1&keywords=teduray		
Schlichter, Alice. 1981. Wintu Dictionary. Survey of California and Other Indian Languages, University of California, Berkeley.		
Schmidt, Annette. 1985. Young People's Dyirbal. An example of language death from Australia. Cambridge University Press, Cambridge. Published version of 1983 Master's Thesis, Australian National University, Canberra, Available at https://openresearch-repository.anu.edu.au/handle/1885/132710		
Schmidt, Hans (adapted by). 2002. Rotuman. In John Lynch, Malcolm Ross & Terry Crowley. The Oceanic Languages, Curzon Press, Richmond: 815-832.		
Schmidt, Hans. 2004. Temathesis in Rotuman. In Issues in Austronesian Historical Phonology, ed. by John Lynch. Pacific Linguistics 550. Australian National University , Canberra: 175-207.		
Schmidt, Karl Horst. 1991. Svan. In Alice C. Harris (ed.), The Indigenous Languages of the Caucasus, Volume 1, The Kartvelian Languages. Caravan Books, Delmar, NY: 473-556.		
Scholze, Lenka. 2007. Das grammatische System der obersorbischen Umgangsprache unter besonderer Berücksichtigung des Sprachkontakts. Ph. D. dissertation, Universität Konstanz. Available at http://kops.ub.uni-konstanz.de/bitstream/handle/urn:nbn:de:bsz:352-opus-32217/DissertationLenkaScholze_nonsecured.pdf?sequence=1		
Schrock, Terrill B. 2011. The Phonological Segments and Syllabic Structure of Ik. SIL Electronic Working Papers 2011-004, August 2011. Available online at http://www.sil.org/silewp/2011/silewp2011-004.pdf		
Schuh, R. 1972. Aspects of Ngizim Syntax. Ph. D. Dissertation. University of California, Los Angeles.	Schuh, Russell G.. 1972. {Aspects of Ngizim Syntax}. University of California at Los Angeles	Schuh1972
Schuh, Russell G. 1978. Bade/Ngizim vowels and syllable structure. Studies in African Linguistics 9: 247-283.		
Schuh, Russell G. 1981. A Dictionary of Ngizim. University of California Press, Berkeley and Los Angeles.		
Schuh, Russell G. 1989. Long vowels and diphthongs in Miya and Hausa. In P. Newman and R. D. Botne (eds.), Current Approaches to African Linguistics, Vol. 5. Foris, Dordrecht: 35-43.		
Schuh, Russell G. and Dauda Bagari. 1999. Hausa. In Handbook of the International Phonetic Association. Cambridge University Press: 90-95.		
Schutz, A. J. 1981. A reanalysis of the Hawaiian vowel system. Oceanic Linguistics 20/1: 1-43.	Schutz, Albert J.. 1981. {A Reanalysis of the Hawaiian Vowel System}. 20. 1--43	Schutz1981
Schwartz, Anne. 2007. About the harmony disposition of Lelemi affixes. In C. Griefenow-Mewis (ed), Afrikanische Horizonte, Harrassowitz, Wiesbaden: 119-135. Available on-line at http://edoc.hu-berlin.de/oa/bookchapters/reOycKVR6akHw/PDF/260JgxtR7qnjs.pdf		
Scott, N.C. 1957. Notes on the pronunciation of Sea Dayak. Bulletin of the School of Oriental and African Studies 20: 509-512.	Scott, N. C.. 1957. {Notes on the Pronunciation of Sea Dayak}. 20. 509--512	Scott1957
Sebeok, T. 1943. Phonemic analysis of Santali. Journal of the American Oriental Society 63: 66-67. (based on Bodding's publications)		
Seegmiller, Steve. 1996. Karachay. Lincom Europa, München & Newcastle.		
Seglenmej, S.F. 1979. Tuvinskie perednejazychnye v tverdorjadnykh slovoformakh. In V.M. Nadeljaev (ed.), Fonetika Sibirskikh Jazykov. Akademija Nauk SSSR, Sibirskoe Otdelenie, Institut Istorii, Filologii i Filosofii, Novosibirsk, pp. 35-44.	Seglenmej, S. F.. 1979. {Tuvinskie perednejazychnye v tverdorjadnykh slovoformakh}. Fonetika Sibirskikh Jazykov. Novosibirsk. Akademija Nauk SSSR, Sibirskoe Otdelenie, Institut Istorii, Filologii i Filosofii. 35--44	Seglenmej1979
Seiden, William. 1960. Chamorro phonemes. Anthropological Linguistics 2/4: 6-35. (Gives some frequency counts)	Seiden, W.. 1960. {Chamorro Phonemes}. 2. 6--35	Seiden1960
Seiler, Hansjakob. 1977. Cahuilla Grammar. Malki Museum Press, Banning, CA.		
Seiler, Walter. 1985. Imonda, A Papuan Language. Pacific Linguistics, Series B, No. 93. Research School of Pacific Studies, Australian National University, Canberra.	Seiler, Walter. 1985. {Imonda, a Papuan Language}. The Australian National University. 93	imn_seiler1985
Senft, Gunter, Ralph Lawton and others. 2004. Organised Phonology Data, Kiriwina [Kavataria dialect] (Kilivila) Language [KIJ]. SIL Papua New Guinea, Akarumpa.		
Senft, Gunter. 1986. Kilivila, The Language of the Trobriand Islanders. Mouton de Gruyter, Berlin.		
Senft, Gunter. 2004. Organised Phonology Data, Kiriwina [Biga galavala variety] (Kilivila) Language [KIJ]. SIL Papua New Guinea, Akarumpa. http://www-01.sil.org/pacific/png/pubs/928474542241/Kiriwina.pdf		
Senn, A. 1966. Handbuch der Litauischen Sprache, Band 1: Grammatik. Winter, Heidelberg.	Senn, Alfred. 1966. {Handbuch der litauischen Sprache: Band I: Grammatik}. Heidelberg. Carl Winter	Senn1966
Shanmugam, N. 1969. Phonology and noun morphology of Parji. In S Agesthialingom & N. Kumaraswami Raja, eds, Dravidian Linguistics (Seminar Papers), Annamalai University, Annamalainagar: 177-186. (not seen)		
Sharma, J. C. 1979. Gojri Phonetic Reader. Central Institute of Indian Languages, Mysore.	Sharma, J.C.. 1979. Gojri Phonetic Reader. Mysore. Central Institute of Indian Languages	1724_Sharma1979
Sharma, Narayan P. 2008. Thakali language: a phonemic overview. Nepalese Linguistics 23: 355-370.		
Sharp, Janet. 2004. Nyangumarta: A Language of the Pilbara Region of Western Australia (Pacific Linguistics 556). Australian National University, Canberra.	Sharp, Janet Catherine. 2004. Nyangumarta: a language of the Pilbara region of Western Australia. Canberra. Research School of Pacific and Asian Studies, Australian National University. 556. xxiii+429	313139
Sharpe, M. C. 1972. Alawa Phonology and Grammar (Australian Aboriginal Studies 37). Australian Institute of Aboriginal Studies, Canberra. (Has considerable frequency data in percentages broken down by lexicon/text and context)		
Sharpe, Margaret C. 2005. Grammar and texts of the Yugambeh-Bundjalung dialect chain in Eastern Australia. Lincom Europa, München.	"Sharpe, Margareth C.. 2005. Grammar and texts of the Yugambeh-Bundjalung dialect chain in Eastern Australia. M{\""u}nchen. Lincom. 370. vii+180"	304717
Shaul, David L. 1982. Glottalized Consonants in Zuni. International Journal of American Linguistics 48: 83-85.		
Shaul, David L. 1999. Yoeme-English English-Yoeme Standard Dictionary. New York: Hippocrene Books.		
Shen, Yu-May. 2003. Phonology of Sanchong Gelao. M.A. thesis, The University of Texas at Arlington. Available from ProQuest http://proquest.umi.com/pqdlink?did=766659131&sid=4&Fmt=2&cl ientId=79356&RQT=309&VName=PQD		
Sherwood, David Fairchild. 0000 Maliseet-Passamaquoddy Verb Morphology. Canadian Museum of Civilization, Ottawa.		
Sherzer, J. 1983. Kuna Ways of Speaking: An Ethnographic Perspective. University of Texas Press, Austin.	Sherzer, J.. 1983. {Kuna Ways of Speaking: An Ethnographic Perspective}. Austin. University of Texas Press	Sherzer1983
Shibatani, M. 1990. The languages of Japan. Cambridge University Press, Cambridge.	Shibatani, Masayoshi. 1990. {The Languages of Japan}. Cambridge. Cambridge University Press	Shibatani1990
Shimizu, K. 1971. The Kente dialect of Kpan (chapter 1). Research Notes (Dept. of Linguistics and Nigerian Languages, University of Ibadan) 4.2/3: 1-36.	Shimizu, K.. 1971. {The Kente Dialect of Kpan}. 4. 1--36	Shimizu1971
Shimizu, K. 1983. The Zing dialect of Mumuye: a descriptive grammar. Helmut Buske Verlag, Hamburg.	Shimizu, Kiyoshi. 1983. {The Zing Dialect of Mumuye: A Descriptive Grammar}. Hamburg. Helmut Buske Verlag	Shimizu1983
Shipley, W. F. 1956. The phonemes of Northeastern Maidu. International Journal of American Linguistics 22: 233-7.	Shipley, William F.. 1956. {The Phonemes of Northeastern Maidu}. 22. 233--237	Shipley1956
Shipley, W. F. 1964. Maidu Grammar. University of California Press, Berkeley and Los Angeles.	Shipley, William F.. 1964. {Maidu Grammar}. Berkeley. University of California Press	Shipley1964
Shiraishi, Hidetoshi. 2006. Topics in Nivkh Phonology. Ph. D. dissertation. University of Groningen. (Groningen Dissertations in Linguistics 61.)	Shiraishi, Hidetoshi. 2006. Topics in Nivkh Phonology. [S.L.]. [s.n.]. University of Groningen. 61. 136	150394
Shizuo Hiki, Kuniko Kakita & Hideo Okada. 2011. A panphonic version of the text of 'The North Wind and the Sun' for the illustration of the IPA of Japanese (Tokyo dialect) consonants. Paper presented at the 17th International Congress of Phonetic Sciences, Hong Kong, August 17-21 2011. Accessed May 28 2012. http://www.icphs2011.hk/rePources/OnlineProceedings/RegularSession/Hiki/Hiki.pdf		
Shosted, Ryan K. and Vakhtang Chikovani. 2006. Standard Georgian (Illustrations of the IPA). Journal of the International Phonetic Association 36: 255-264.	Shosted, Ryan K.; Chikovani, Vakhtang. 2006. Illustrations of the IPA: Standard Georgian. Cambridge University Press. 36. 255--264	kat_shosted2006
Silva, Cácio and Elisângela Silva. 2012. A língua dos Yuhupdeh: introdução etnolínguística., dicionário Yuhup-Português e glossário semântico-gramatical. AECIPY – Associação das Escolas e Comunidades Indígenas do Povo Yuhupdeh, São Domingo Sávio (Brazil). Available from The Cairns Institute, Language and Culture Research Centre https://eresearch.jcu.edu.au/spaces/TLA/languages-and-cultures-of-the-tropics-and-surrounding-areas/south-america/yuhupdeh/a-lingua-dos-yuhupdeh-introducao-etnolinguistica.-dicionario-yuhup-portugues-e-glossario-semantico-gramatical/view		
Silva, Glauber Romling da. 2009. Fonologia da língua Paresi-Haliti (Aruák). Dissertação de mestrado. Universidade Federal do Rio de Janeiro.	da Silva, Glauber Romling. 2009. Fonologia da l{\'\i}ngua Paresi-Haliti (Arawak). Rio de Janeiro. Universidade Federal do Rio de Janeiro	1828_Dasilva2009
Silva, Glauber Romling da. 2013. Morfosintaxe da língua Paresi-Haliti (Arawak) Doctoral dissertation, Universidade Federal do Rio de Janeiro.		
Silver, S. 1964. Shasta and Karok: a binary comparison. In W. Bright (ed.), Studies in California Linguistics. University of California Press, Berkeley and Los Angeles: 170-81.	Silver, Shirley. 1964. {Shasta and Karok: A Binary Comparison}. Studies in California Linguistics. Berkeley / Los Angeles. University of California Press. 170--181	Silver1964
Silver, Shirley K. 1966. The Shasta Language. Ph D. dissertation, University of California, Berkeley. Available at http://escholarship.org/uc/item/6hj0n3zb		
Sima, Alexander. 2009. Mehri-Texte aus der jemenitischen Šarqīyah. Transkribiert unter Mitwirkung von ʿAskari Ḥugayrān Saʿd. Bearbeitet und herausgegeben von Janet C. E. Watson und Werner Arnold. Harrassowitz, Wiesbaden.		
Simeon, G. 1969. Hokkaido Ainu phonemics. Journal of the American Oriental Society 89: 751-7.	Simeon, G.. 1969. {Hokkaido Ainu Phonemics}. 89. 751--757	Simeon1969
Simeone-Senelle, Marie-Claude. 1997. The Modern South Arabian languages. In Robert Hetzron (ed), The Semitic Languages. Routledge, London: 378-423.		
Simeone-Senelle, Marie-Claude. 2015. Le Hobyot parlé au Yemen. Available at https://halshs.archives-ouvertes.fr/halshs-01179544v1		
Simeone-Senelle, Marie-Claude. 0000 Mehri and Hobyot spoken in Oman and Yemen.		
Simons, Pamela Cope & Donald A. Burquest. 1986. Some comments on nasalization in Lele. Journal of West African Languages 16/2: 34-38.		
Sims, Christine and Hilaire Valiquette. 2000. Miller's Acoma Keresan work: An assessment. In Eugene H. Casad & Thomas L. Willett, eds, Uto-Aztecan: Structural, Temporal and Geographic Perspectives, Papers in memory of Wick R. Miller by the friends of Uto-Aztecan. Universidad de Sonora, Hermosillo: 19-32.		
Sinclair, Donald S. and Kenneth L. Pike. 1948 The tonemes of Mezquital Otomi. International Journal of American Linguistics 14: 91-98.		
Singh, Inder. 1975. Manipuri Phonetic Reader. Central Institute of Indian Languages, Mysore.	Singh, Inder. 1975. Manipuri Phonetic Reader. Mysore. Central Institute of Indian Languages	1764_Singh1975
Sinha, N. K. 1975. Mundari Grammar. Central Institute of Indian Languages, Mysore.		
Siptár, Péter & Miklós Tőrkenczy. 2000. The Phonology of Hungarian. Oxford University Press, Oxford.		
Sivertsen, Eva. 1956. Pitch problems in Kiowa. International Journal of American Linguistics 22: 117-130.	Sivertsen, Eva. 1956. {Pitch Problems in Kiowa}. 22. 117--130	Sivertsen1956
Sjoberg, Andrée F. 1962. The phonology of standard Uzbek. American Studies in Altaic Linguistics (Nicholas Poppe, ed.) Indiana University Publications, Uralic and Altaic Series, vol. 13.	Sjoberg, Andr{\'{e}}e F.. 1962. {The Phonology of Standard Uzbek}. American Studies in Altaic Linguistics. Bloomington. Indiana University Press. 13. 237--262	Sjoberg1962
Sjoberg, Andrée F. 1963. Uzbek Structural Grammar. Indiana University, Bloomington.	Sjoberg, Andr{\'{e}}e F. 1963. {Uzbek Structural Grammar}. Bloomington. Indiana University Press. 18	Sjoberg1963
Skorik, P. J. 1961. Grammatika Chukotskogo Jazyka 1. Akademia Nauka, Moscow and Leningrad.	Skorik, P. J.. 1961. {Grammatika chukotskogo jazyka. Chast' pervaja}. Moscow / Leningrad. Akademija Nauk SSSR	Skorik1961
Skorik, P. J. 1968. Chukotskij jazyk. In V.V. Vinogradov (ed.), Jazyki Narodov SSSR, Vol. 5. Nauka, Moscow and Leningrad: 248-70.	Skorik, P. I.. 1968. {Chukotskij jazyk}. Jazyki Narodov SSSR. Volume 5: Mongol'skie, tunguso-man'chzhurskie i paleoaziaskie jazyki. Moscow / Leningrad. Nauka. 248--270	Skorik1968
Slater, Keith W. 1998. Minhe Mangghuer: a mixed language of the Inner Asian frontier. Ph.D. thesis. University of California Santa Barbara. xxi, 456 p. (not seen)		
Slater, Keith W. 2003a. Mangghuer. In Juha Janhunen (ed.), The Mongolic languages , 307-324. London and New York: Routledge.		
Slater, Keith W. 2003b. A grammar of Mangghuer: a Mongolic language of China’s Qinghai-Gansu sprachbund. RoutledgeCurzon Asian Linguistics Series. London and New York: RoutledgeCurzon.		
"Slocum, Marianna C., Florence L. Gerdel and Manuel Cruz A., compilers. 1999. Diccionario Tzeltal de Bachajón, Chiapas. Serie de vocabularios y diccionarios indígenas ""Mariano Silva y Aceves"", 40. Coyoacán, DF, Mexico: Instituto Lingüístico de Verano."		
Smalley, William A. 1954. Srê phonemes and syllables. Journal of the American Oriental Society 74: 217-222.		
