ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Marginal,Catalog,Contribution_ID
1290,kadugli_katc1249,BIPA_m_u006D,m,,,,false,lapsyd,kadugli
1291,diraytata_dira1242,BIPA_d_u0257,ɗ,,,,false,lapsyd,diraytata
1292,koromfe_koro1298,BIPA_u_u0169,ũ,,,,false,lapsyd,koromfe
1293,sundanese_sund1252,BIPA_s_u0073,s,,,,false,lapsyd,sundanese
1294,bulgarian_bulg1262,BIPA_a_u0061,a,,,,false,lapsyd,bulgarian
1296,wano_wano1243,BIPA_kw_u006Bu02B7,kʷ,,,,false,lapsyd,wano
1297,kaurna_kaur1267,BIPA_u_u0075,u,,,,false,lapsyd,kaurna
1298,kolymayukaghir_sout2750,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,kolymayukaghir
1300,baining_qaqe1238,BIPA_p_u0070,p,,,,false,lapsyd,baining
1301,welshnorthern_wels1247,BIPA_t_u0074,t,,,,false,lapsyd,welshnorthern
1302,indonesian_indo1316,BIPA__u0259,ə,,,,false,lapsyd,indonesian
1303,murrinhpatha_murr1258,BIPA_d_u0256,ɖ,,,,false,lapsyd,murrinhpatha
1304,lawu_lawu1238,BIPA_s_u0073,s,,,,false,lapsyd,lawu
1305,englishstandardsouthernbritish_stan1293,BIPA_p_u0070,p,,,,false,lapsyd,englishstandardsouthernbritish
1306,nivkh_gily1242,BIPA_ph_u0070u02B0,pʰ,,,,false,lapsyd,nivkh
1307,bashkir_bash1264,BIPA_w_u0077,w,,,,false,lapsyd,bashkir
1308,ndyuka_ndyu1242,BIPA_z_u007A,z,,,,false,lapsyd,ndyuka
1309,sanuma_sanu1240,BIPA_t_u0074,t,,,,false,lapsyd,sanuma
1310,tzeltalaguacatenangodialect_tzel1254,BIPA__u0294,ʔ,,,,false,lapsyd,tzeltalaguacatenangodialect
1311,dyirbal_dyir1250,BIPA_t_u0074,t,,,,false,lapsyd,dyirbal
1312,khalkha_halh1238,BIPA_rj_u0072u02B2,rʲ,,,,false,lapsyd,khalkha
1313,tabasaran_taba1259,BIPA_ts_u0074u0073u02BC,tsʼ,,,,false,lapsyd,tabasaran
1314,westernkeres_west2632,BIPA_tj_u0074u02B2,tʲ,,,,false,lapsyd,westernkeres
1316,mangarrayi_mang1381,BIPA_b_u0062,b,,,,false,lapsyd,mangarrayi
1320,isaka_kris1246,BIPA_o_u006F,o,,,,false,lapsyd,isaka
1321,lelechad_lele1276,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,lelechad
1322,tolowa_tolo1259,BIPA_th_u0074u02B0,tʰ,,,,false,lapsyd,tolowa
1323,diolafogny_jola1263,BIPA_e_u025Bu02D0,ɛː,,,,false,lapsyd,diolafogny
1324,tsamakko_tsam1247,BIPA_h_u0127,ħ,,,,false,lapsyd,tsamakko
1325,kanakuru_dera1248,BIPA_i_u0069,i,,,,false,lapsyd,kanakuru
1326,tampulma_tamp1252,BIPA_j_u006A,j,,,,false,lapsyd,tampulma
1327,ayoreo_ayor1240,BIPA_d_u0064u032A,d̪,,,,false,lapsyd,ayoreo
1328,nanai_nana1257,BIPA_t_u0074,t,,,,false,lapsyd,nanai
1329,kera_kera1255,BIPA_f_u0066,f,,,,false,lapsyd,kera
1330,tlapanecmalinaltepec_mali1285,BIPA_a_u00E3u02D0,ãː,,,,false,lapsyd,tlapanecmalinaltepec
1331,eyak_eyak1241,BIPA_tl_u0074u026C,'tɬ',,,,true,lapsyd,eyak
1332,lezgian_lezg1247,BIPA_q_u0071u02BC,qʼ,,,,false,lapsyd,lezgian
1333,khamtakaledialect_taka1261,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,khamtakaledialect
1334,maidunortheastern_nort2952,BIPA_k_u006Bu02BC,kʼ,,,,false,lapsyd,maidunortheastern
1335,khoekhoe_nama1264,BIPA_ng_u014Bu01C2,ŋǂ,,,,false,lapsyd,khoekhoe
1336,southernnambiquara_sout2994,BIPA_kw_u006Bu02B7,kʷ,,,,false,lapsyd,southernnambiquara
1337,sedang_seda1262,BIPA_s_u0282,ʂ,,,,false,lapsyd,sedang
1338,angas_ngas1240,BIPA_m_u006D,m,,,,false,lapsyd,angas
1339,ik_ikkk1242,BIPA_k_u006B,k,,,,false,lapsyd,ik
1340,cowlitz_cowl1242,BIPA_l_u006Cu0330,l̰,,,,false,lapsyd,cowlitz
1341,samre_samr1245,BIPA_kh_u006Bu02B0,kʰ,,,,false,lapsyd,samre
1343,tampulma_tamp1252,BIPA_n_u0272,ɲ,,,,false,lapsyd,tampulma
1344,swedish_swed1254,BIPA_k_u006B,k,,,,false,lapsyd,swedish
1345,tampulma_tamp1252,BIPA_l_u006C,l,,,,false,lapsyd,tampulma
1346,dhurwa_duru1236,BIPA_m_u006D,m,,,,false,lapsyd,dhurwa
1347,achumawi_achu1247,BIPA_p_u0070,p,,,,false,lapsyd,achumawi
1348,warao_wara1303,BIPA_i_u0069,i,,,,false,lapsyd,warao
1350,kuotsouth_kuot1243,BIPA_e_u0065,e,,,,false,lapsyd,kuotsouth
1351,khasi_khas1269,BIPA_h_u0068,h,,,,false,lapsyd,khasi
1352,murle_murl1244,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,murle
1354,egyptianarabic_egyp1253,BIPA_w_u0077,w,,,,false,lapsyd,egyptianarabic
1355,trumai_trum1247,BIPA_l_u026Cu032A,ɬ̪,,,,false,lapsyd,trumai
1356,mumuye_nucl1240,BIPA_s_u0073,s,,,,false,lapsyd,mumuye
1357,natchez_natc1249,BIPA_k_u006B,k,,,,false,lapsyd,natchez
1359,aomongsendialect_mong1332,BIPA_l_u006C,l,,,,false,lapsyd,aomongsendialect
1360,diraytata_dira1242,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,diraytata
1361,kiowa_kiow1266,BIPA_m_u006D,m,,,,false,lapsyd,kiowa
1363,maidunortheastern_nort2952,BIPA_t_u0074u02BC,tʼ,,,,false,lapsyd,maidunortheastern
1364,englishstandardsouthernbritish_stan1293,BIPA_i_u026A,ɪ,,,,false,lapsyd,englishstandardsouthernbritish
1365,mauwake_mauw1238,BIPA_g_u0261,ɡ,,,,false,lapsyd,mauwake
1366,natchez_natc1249,BIPA_e_u0065u02D0,eː,,,,false,lapsyd,natchez
1367,quagelao_qaua1234,BIPA_a_u0061,a,,,,false,lapsyd,quagelao
1368,yananortherndialect_yana1271,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,yananortherndialect
1369,kiswahili_swah1253,BIPA_j_u0284,ʄ,,,,false,lapsyd,kiswahili
1370,urubukaapor_urub1250,BIPA_o_u00F5,õ,,,,false,lapsyd,urubukaapor
1371,tsou_tsou1248,BIPA_w_u0077,w,,,,false,lapsyd,tsou
1372,catalaneastern_cata1289,BIPA_a_u0061,a,,,,false,lapsyd,catalaneastern
1373,iban_iban1264,BIPA_i_u0069,i,,,,false,lapsyd,iban
1374,karuk_karo1304,BIPA_u_u028Au02D0,ʊː,,,,false,lapsyd,karuk
1375,manange_cent1394,BIPA_e_u1EBD,ẽ,,,,false,lapsyd,manange
1376,maba_maba1277,BIPA_o_u0254u02D0,ɔː,,,,false,lapsyd,maba
1377,trumai_trum1247,BIPA_e_u0065,e,,,,false,lapsyd,trumai
1378,nung_nung1283,BIPA_ph_u0070u02B0,pʰ,,,,false,lapsyd,nung
1379,kashmiri_kash1277,BIPA_i_u0129u02D0,ĩː,,,,false,lapsyd,kashmiri
1381,kiswahili_swah1253,BIPA_t_u0074,t,,,,false,lapsyd,kiswahili
1382,fasu_fasu1242,BIPA_t_u0074,t,,,,false,lapsyd,fasu
1383,kannada_nucl1305,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,kannada
1384,kohumono_kohu1244,BIPA_u_u0075,u,,,,false,lapsyd,kohumono
1385,gumuzsouthern_gumu1244,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,gumuzsouthern
1386,bagirmi_bagi1246,BIPA_e_u0065,e,,,,false,lapsyd,bagirmi
1388,bariba_baat1238,BIPA_e_u0065,e,,,,false,lapsyd,bariba
1389,yagua_yagu1244,BIPA_r_u027E,ɾ,,,,false,lapsyd,yagua
1390,paresi_pare1272,BIPA_a_u0061,a,,,,false,lapsyd,paresi
1391,yerukala_yeru1240,BIPA_o_u006F,'o',,,,true,lapsyd,yerukala
1392,oromoharar_east2652,BIPA_h_u0068,h,,,,false,lapsyd,oromoharar
1393,fijianboumaadialect_fiji1243,BIPA_ngg_u014Bu0261,ŋɡ,,,,false,lapsyd,fijianboumaadialect
1394,murrinhpatha_murr1258,BIPA_r_u0072,r,,,,false,lapsyd,murrinhpatha
1395,sapuan_sapu1248,BIPA_ng_u014B,ŋ,,,,false,lapsyd,sapuan
1397,hobyot_hote1245,BIPA_th_u03B8u02BC,θʼ,,,,false,lapsyd,hobyot
1398,tangaleshongomdialect_nucl1696,BIPA_e_u0065u02D0,eː,,,,false,lapsyd,tangaleshongomdialect
1399,juma_juma1249,BIPA_g_u0261,ɡ,,,,false,lapsyd,juma
1400,itonama_iton1250,BIPA_j_u006A,j,,,,false,lapsyd,itonama
1401,bambara_bamb1269,BIPA_n_u0272,ɲ,,,,false,lapsyd,bambara
1402,french_stan1290,BIPA_v_u0076,v,,,,false,lapsyd,french
1403,sapuan_sapu1248,BIPA_s_u0073,'s',,,,true,lapsyd,sapuan
1404,wanshohot_puin1248,BIPA_m_u006D,m,,,,false,lapsyd,wanshohot
1405,wolof_nucl1347,BIPA_mb_u006Du0062,mb,,,,false,lapsyd,wolof
1406,sumu_maya1285,BIPA_j_u006A,j,,,,false,lapsyd,sumu
1407,sundanese_sund1252,BIPA_t_u0074,t,,,,false,lapsyd,sundanese
1408,songhaykoyrachiinidialect_koyr1240,BIPA_o_u006F,o,,,,false,lapsyd,songhaykoyrachiinidialect
1409,yuchi_yuch1247,BIPA_k_u006Bu02BC,kʼ,,,,false,lapsyd,yuchi
1410,chamorro_cham1312,BIPA_ae_u00E6,æ,,,,false,lapsyd,chamorro
1412,thaistandard_thai1261,BIPA_ph_u0070u02B0,pʰ,,,,false,lapsyd,thaistandard
1413,ewondo_ewon1239,BIPA_o_u006F,o,,,,false,lapsyd,ewondo
1414,grico_mode1248,BIPA_d_u0064u032A,d̪,,,,false,lapsyd,greek
1415,hungarian_hung1274,BIPA_r_u0072u032A,r̪,,,,false,lapsyd,hungarian
1416,ndjebbana_djee1236,BIPA_n_u0273,ɳ,,,,false,lapsyd,ndjebbana
1417,dhuwal_dhuw1249,BIPA_i_u026Au02D0,ɪː,,,,false,lapsyd,dhuwal
1418,noni_noon1243,BIPA_f_u0066,f,,,,false,lapsyd,noni
1419,wano_wano1243,BIPA_e_u025B,ɛ,,,,false,lapsyd,wano
1420,rotuman_rotu1241,BIPA_l_u006C,l,,,,false,lapsyd,rotuman
1421,yakut_yaku1245,BIPA_y_u0079u02D0,yː,,,,false,lapsyd,yakut
1422,kunuznubian_kenu1243,BIPA_e_u0065,'e',,,,true,lapsyd,kunuznubian
1423,paez_paez1247,BIPA_p_u0070,p,,,,false,lapsyd,paez
1424,azerbaijaninorthern_nort2697,BIPA_i_u026A,ɪ,,,,false,lapsyd,azerbaijaninorthern
1427,lepcha_lepc1244,BIPA_th_u0074u032Au02B0,t̪ʰ,,,,false,lapsyd,lepcha
1428,rotuman_rotu1241,BIPA_o_u0254,ɔ,,,,false,lapsyd,rotuman
1429,mbum_mbum1254,BIPA_n_u006E,n,,,,false,lapsyd,mbum
1430,yelidnye_yele1255,BIPA_a_u0251u0303u02D0,ɑ̃ː,,,,false,lapsyd,yelidnye
1431,tamazightcentralatlas_cent2194,BIPA_kw_u006Bu02B7,kʷ,,,,false,lapsyd,tamazightcentralatlas
1432,so_sooo1256,BIPA_d_u0064,d,,,,false,lapsyd,so
1433,madisouthernlokaidialect_loka1255,BIPA_h_u0068,h,,,,false,lapsyd,madisouthernlokaidialect
1434,ndut_ndut1239,BIPA_w_u0077,w,,,,false,lapsyd,ndut
1435,quagelao_qaua1234,BIPA_th_u0074u02B0,'tʰ',,,,true,lapsyd,quagelao
1436,turkish_nucl1301,BIPA_p_u0070,p,,,,false,lapsyd,turkish
1437,bora_bora1263,BIPA_kj_u006Bu02B2,kʲ,,,,false,lapsyd,bora
1438,uraklawoi_urak1238,BIPA_w_u0077,w,,,,false,lapsyd,uraklawoi
1439,malgbe_malg1250,BIPA_a_u0251,ɑ,,,,false,lapsyd,malgbe
1440,papiamentu_papi1253,BIPA_s_u0073u032A,s̪,,,,false,lapsyd,papiamentu
1441,spanishpeninsularcastilian_stan1288,BIPA_m_u006D,m,,,,false,lapsyd,spanishpeninsularcastilian
1442,dagbani_dagb1246,BIPA_g_u0261,ɡ,,,,false,lapsyd,dagbani
1443,irishdonegaldialect_done1238,BIPA_ng_u014B,ŋ,,,,false,lapsyd,irishdonegaldialect
1444,so_sooo1256,BIPA_u_u028A,ʊ,,,,false,lapsyd,so
1445,rama_rama1270,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,rama
1446,apurina_apur1254,BIPA_h_u0068,h,,,,false,lapsyd,apurina
1447,kaurna_kaur1267,UNK_dn_u0064u032Au006Eu032A,d̪n̪,,,,false,lapsyd,kaurna
1448,movima_movi1243,BIPA_o_u006F,o,,,,false,lapsyd,movima
1449,brahui_brah1256,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,brahui
1450,hobyot_hote1245,BIPA_d_u0064u032A,d̪,,,,false,lapsyd,hobyot
1451,piapoco_piap1246,BIPA_m_u006D,m,,,,false,lapsyd,piapoco
1452,navajo_nava1243,BIPA_ts_u0074u0073u02BC,tsʼ,,,,false,lapsyd,navajo
1454,kokota_koko1269,BIPA_m_u006D,m,,,,false,lapsyd,kokota
1455,dhurwa_duru1236,BIPA_j_u025F,ɟ,,,,false,lapsyd,dhurwa
1456,mazahuacentral_cent2144,BIPA_r_u027E,ɾ,,,,false,lapsyd,mazahuacentral
1458,noni_noon1243,BIPA_o_u006F,o,,,,false,lapsyd,noni
1459,polish_poli1260,BIPA_mj_u006Du02B2,mʲ,,,,false,lapsyd,polish
1460,bawm_bawm1236,BIPA_th_u0074u02B0,tʰ,,,,false,lapsyd,bawm
1461,salibacolombia_sali1298,BIPA_xw_u0078u02B7,xʷ,,,,false,lapsyd,salibacolombia
1462,jicarillaapache_jica1244,BIPA_k_u006Bu02BC,kʼ,,,,false,lapsyd,jicarillaapache
1463,kashmiri_kash1277,BIPA_i_u0129,ĩ,,,,false,lapsyd,kashmiri
1464,alawa_alaw1244,BIPA_r_u0279,ɹ,,,,false,lapsyd,alawa
1465,kedang_keda1252,BIPA_i_u0069u0324,i̤,,,,false,lapsyd,kedang
1466,igbo_nucl1417,BIPA_e_u0065,e,,,,false,lapsyd,igbo
1467,sundanese_sund1252,BIPA_j_u006A,j,,,,false,lapsyd,sundanese
1468,tamil_tami1289,BIPA_e_u0065,e,,,,false,lapsyd,tamil
1469,tundrayukaghir_nort2745,BIPA_kh_u03C7,χ,,,,false,lapsyd,tundrayukaghir
1470,movima_movi1243,BIPA_e_u0065,e,,,,false,lapsyd,movima
1471,itonama_iton1250,BIPA_n_u006E,n,,,,false,lapsyd,itonama
1472,mazahuacentral_cent2144,BIPA_nggw_u014Bu0261u02B7,ŋɡʷ,,,,false,lapsyd,mazahuacentral
1473,mapudungun_mapu1245,UNK_tth_u0288u03B8u0323,ʈθ̣,,,,false,lapsyd,mapudungun
1474,tiwanorthern_nort1550,BIPA_ts_u0074u0320u0283u02BC,t̠ʃʼ,,,,false,lapsyd,tiwanorthern
1475,rukaitanandialect_tana1287,BIPA_ts_u0074u0073,ts,,,,false,lapsyd,rukaitanandialect
1476,amharic_amha1245,BIPA_n_u006E,n,,,,false,lapsyd,amharic
1478,kurukh_kuru1302,BIPA_a_u00E3u02D0,ãː,,,,false,lapsyd,kurukh
1479,kaurna_kaur1267,BIPA_p_u0070,p,,,,false,lapsyd,kaurna
1480,georgian_nucl1302,BIPA_b_u03B2u031E,β̞,,,,false,lapsyd,georgian
1481,guaraniparaguayan_para1311,BIPA__u0294,ʔ,,,,false,lapsyd,guaraniparaguayan
1482,nyanjachichewadialect_chew1246,BIPA_o_u0254,ɔ,,,,false,lapsyd,nyanjachichewadialect
1483,maltesestandard_malt1254,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,maltesestandard
1484,diolafogny_jola1263,BIPA_r_u0279,ɹ,,,,false,lapsyd,diolafogny
1486,chukchansi_yoku1256,BIPA_j_u006A,j,,,,false,lapsyd,chukchansi
1489,kera_kera1255,BIPA_k_u006B,k,,,,false,lapsyd,kera
1492,dhurwa_duru1236,BIPA_r_u027B,ɻ,,,,false,lapsyd,dhurwa
1493,tolowa_tolo1259,BIPA_s_u0282,ʂ,,,,false,lapsyd,tolowa
1494,wambaya_wamb1258,BIPA_l_u026D,ɭ,,,,false,lapsyd,wambaya
1495,nzadib865_nzad1234,BIPA_i_u0069,i,,,,false,lapsyd,nzadib865
1496,rukaitanandialect_tana1287,BIPA_w_u0077,w,,,,false,lapsyd,rukaitanandialect
1497,inga_inga1252,BIPA_p_u0070,p,,,,false,lapsyd,inga
1498,nepalikathmandudialect_nepa1254,BIPA_d_u0256u0324,ɖ̤,,,,false,lapsyd,nepalikathmandudialect
1499,midobkaargedidialect_kaag1238,BIPA_p_u0070,p,,,,false,lapsyd,midobkaargedidialect
1500,kalihna_gali1262,BIPA_b_u03B2,β,,,,false,lapsyd,kalihna
1501,ahtna_ahte1237,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,ahtna
1502,klamath_klam1254,BIPA_ae_u00E6u02D0,æː,,,,false,lapsyd,klamath
1504,seri_seri1257,BIPA_kh_u03C7,χ,,,,false,lapsyd,seri
1505,yuruti_yuru1263,BIPA_ngg_u014Bu0261,ŋɡ,,,,false,lapsyd,yuruti
1506,towa_jeme1245,BIPA_i_u0069,i,,,,false,lapsyd,towa
1507,dagbani_dagb1246,BIPA_b_u0062,b,,,,false,lapsyd,dagbani
1509,apinaye_apin1244,BIPA_m_u006D,m,,,,false,lapsyd,apinaye
1510,arabela_arab1268,BIPA_j_u006A,j,,,,false,lapsyd,arabela
1511,passamaquoddy_male1292,BIPA_a_u0061,a,,,,false,lapsyd,passamaquoddy
1512,meithei_mani1292,BIPA_i_u0069,i,,,,false,lapsyd,meithei
1514,awjila_awji1241,BIPA_kh_u03C7,χ,,,,false,lapsyd,awjila
1515,kunimaipa_kuni1267,BIPA_n_u006E,n,,,,false,lapsyd,kunimaipa
1516,khasi_khas1269,BIPA_p_u0070,p,,,,false,lapsyd,khasi
1517,hopi_hopi1249,BIPA_l_u006C,l,,,,false,lapsyd,hopi
1518,tlingit_tlin1245,BIPA_ts_u0074u0073,ts,,,,false,lapsyd,tlingit
1519,tetserret_tets1235,BIPA_z_u0292,ʒ,,,,false,lapsyd,tetserret
1520,urarina_urar1246,BIPA_n_u0272,ɲ,,,,false,lapsyd,urarina
1521,pechculmidialect_pech1241,BIPA_s_u0073u032A,s̪,,,,false,lapsyd,pechculmidialect
1523,suena_suen1241,BIPA_g_u0261,ɡ,,,,false,lapsyd,suena
1525,tlingit_tlin1245,BIPA_xw_u0078u02B7u02BC,xʷʼ,,,,false,lapsyd,tlingit
1528,ngiti_ngit1239,BIPA_v_u0076,v,,,,false,lapsyd,ngiti
1529,kekchi_kekc1242,BIPA_e_u0065,e,,,,false,lapsyd,kekchi
1530,digaro_diga1241,BIPA_a_u0061,a,,,,false,lapsyd,digaro
1531,kafa_kafa1242,BIPA_n_u006E,n,,,,false,lapsyd,kafa
1532,adzera_adze1240,BIPA_ts_u0074u0073,ts,,,,false,lapsyd,adzera
1533,nkorekiga_chig1238,BIPA_z_u007A,z,,,,false,lapsyd,nkorekiga
1534,kunwinjku_gunw1252,BIPA_w_u0077,w,,,,false,lapsyd,kunwinjku
1535,bardi_bard1255,BIPA_n_u0273,ɳ,,,,false,lapsyd,bardi
1536,tolowa_tolo1259,BIPA__u0259,ə,,,,false,lapsyd,tolowa
1537,lezgian_lezg1247,BIPA_z_u0292,ʒ,,,,false,lapsyd,lezgian
1538,selknamcentraldialect_onaa1245,BIPA_ts_u0074u0320u0283u02BC,t̠ʃʼ,,,,false,lapsyd,selknamcentraldialect
1539,dardajudaju_dard1243,BIPA_u_u0075u02D0,uː,,,,false,lapsyd,dardajudaju
1540,havu_sabu1255,BIPA_g_u0261,ɡ,,,,false,lapsyd,havu
1541,tamazightcentralatlas_cent2194,BIPA_k_u006B,k,,,,false,lapsyd,tamazightcentralatlas
1542,slovene_slov1268,BIPA_m_u006D,m,,,,false,lapsyd,slovene
1543,aomongsendialect_mong1332,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,aomongsendialect
1544,cavinena_cavi1250,BIPA_s_u0073,s,,,,false,lapsyd,cavinena
1545,silti_silt1240,BIPA_b_u0062,b,,,,false,lapsyd,silti
1546,kakwacolombia_cacu1241,BIPA_o_u006F,o,,,,false,lapsyd,kakwacolombia
1547,aleuteastern_east2533,BIPA_ng_u014Bu0325,ŋ̥,,,,false,lapsyd,aleuteastern
1548,achumawi_achu1247,BIPA_l_u006Cu0330,l̰,,,,false,lapsyd,achumawi
1549,centralnicobaresenancowrydialect_nanc1247,BIPA_w_u026F,ɯ,,,,false,lapsyd,centralnicobaresenancowrydialect
1550,ngarinyin_ngar1284,BIPA_u_u0075,u,,,,false,lapsyd,ngarinyin
1551,nyangi_nyan1313,BIPA_ng_u014B,ŋ,,,,false,lapsyd,nyangi
1552,ngiti_ngit1239,BIPA_w_u0077,w,,,,false,lapsyd,ngiti
1553,hausa_haus1257,BIPA_au_u0061u0075,au,,,,false,lapsyd,hausa
1554,inapari_inap1243,BIPA_e_u1EBDu02D0,ẽː,,,,false,lapsyd,inapari
1555,lahu_lahu1253,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,lahu
1556,mbane_mbaa1245,BIPA_a_u0061,a,,,,false,lapsyd,mbane
1557,wano_wano1243,BIPA_nggw_u014Bu0261u02B7,ŋɡʷ,,,,false,lapsyd,wano
1558,beja_beja1238,BIPA_u_u0075,u,,,,false,lapsyd,beja
1559,urubukaapor_urub1250,BIPA_e_u1EBD,ẽ,,,,false,lapsyd,urubukaapor
1560,tsafiki_colo1256,BIPA_b_u0253,ɓ,,,,false,lapsyd,tsafiki
1561,sedang_seda1262,BIPA_ng_u014B,ŋ,,,,false,lapsyd,sedang
1562,kelepapuanewguinea_kele1258,BIPA__u0294,ʔ,,,,false,lapsyd,kelepapuanewguinea
1563,tamil_tami1289,BIPA_ai_u0061u026A,aɪ,,,,false,lapsyd,tamil
1564,madisouthernlokaidialect_loka1255,BIPA_d_u0257,ɗ,,,,false,lapsyd,madisouthernlokaidialect
1565,maba_maba1277,BIPA_mb_u006Du0062,mb,,,,false,lapsyd,maba
1567,quagelao_qaua1234,BIPA_ng_u014B,ŋ,,,,false,lapsyd,quagelao
1568,scottishgaelic_scot1245,BIPA_u_u0169,ũ,,,,false,lapsyd,scottishgaelic
1570,kunimaipa_kuni1267,BIPA_p_u0070,p,,,,false,lapsyd,kunimaipa
1571,kwaio_kwai1243,BIPA_t_u0074,t,,,,false,lapsyd,kwaio
1572,maithili_mait1250,BIPA_ae_u00E6,æ,,,,false,lapsyd,maithili
1573,dutch_dutc1256,BIPA_y_u0079,y,,,,false,lapsyd,dutch
1574,tadaksahak_tada1238,BIPA_e_u0065u02D0,eː,,,,false,lapsyd,tadaksahak
1575,isokouzeredialect_uzer1238,BIPA_gb_u0261u0062,ɡb,,,,false,lapsyd,isokouzeredialect
1576,khamtakaledialect_taka1261,BIPA_o_u00F8,ø,,,,false,lapsyd,khamtakaledialect
1577,mongnjua_hmon1264,BIPA_mp_u006Du0070,mp,,,,false,lapsyd,mongnjua
1578,hunzib_hunz1247,BIPA_a_u0061,a,,,,false,lapsyd,hunzib
1579,inapari_inap1243,BIPA_u_u0169,ũ,,,,false,lapsyd,inapari
1580,pawaianoyobedialect_pawa1255,BIPA_h_u0068,h,,,,false,lapsyd,pawaianoyobedialect
1581,igbo_nucl1417,BIPA_z_u007A,z,,,,false,lapsyd,igbo
1582,paiwansouthern_paiw1248,BIPA_lj_u006Cu02B2,lʲ,,,,false,lapsyd,paiwansouthern
1583,cuitlatec_cuit1236,BIPA_p_u0070,p,,,,false,lapsyd,cuitlatec
1584,gunin_kwin1241,BIPA_t_u0288,ʈ,,,,false,lapsyd,gunin
1586,mbum_mbum1254,BIPA_b_u0253,ɓ,,,,false,lapsyd,mbum
1587,lakotateton_lako1247,BIPA_e_u025B,ɛ,,,,false,lapsyd,lakotateton
1588,chatinowesternhighland_west2644,BIPA_i_u0129,ĩ,,,,false,lapsyd,chatinowesternhighland
1589,thakalitukchedialect_thak1245,BIPA_m_u006D,m,,,,false,lapsyd,thakalitukchedialect
1590,newarikathmandudialect_newa1246,BIPA_tsh_u0074u0073u02B0,tsʰ,,,,false,lapsyd,newarikathmandudialect
1591,kohumono_kohu1244,BIPA_ng_u014B,ŋ,,,,false,lapsyd,kohumono
1592,evenki_even1259,BIPA_u_u0075u02D0,uː,,,,false,lapsyd,evenki
1593,kutenai_kute1249,BIPA_h_u0068,h,,,,false,lapsyd,kutenai
1594,chamorro_cham1312,BIPA_w_u0077,w,,,,false,lapsyd,chamorro
1595,danilowergrandvalley_lowe1415,BIPA_k_u006B,k,,,,false,lapsyd,danilowergrandvalley
1596,teduray_tiru1241,BIPA_t_u0074,t,,,,false,lapsyd,teduray
1597,pawaianoyobedialect_pawa1255,BIPA_t_u0074,t,,,,false,lapsyd,pawaianoyobedialect
1599,darai_dara1250,BIPA_s_u0073,s,,,,false,lapsyd,darai
1601,yucatec_yuca1254,BIPA_a_u0061,a,,,,false,lapsyd,yucatec
1602,tangaleshongomdialect_nucl1696,BIPA_mb_u006Du0062,mb,,,,false,lapsyd,tangaleshongomdialect
1603,newarikathmandudialect_newa1246,BIPA_n_u006E,n,,,,false,lapsyd,newarikathmandudialect
1604,drehu_dehu1237,BIPA_n_u006E,n,,,,false,lapsyd,drehu
1605,mongnjua_hmon1264,BIPA_a_u0061,a,,,,false,lapsyd,mongnjua
1606,morindonesia_morm1235,BIPA_u_u0075,u,,,,false,lapsyd,morindonesia
1607,kiowa_kiow1266,BIPA_b_u0062,b,,,,false,lapsyd,kiowa
1608,mbane_mbaa1245,BIPA_n_u006E,'n',,,,true,lapsyd,mbane
1609,bataktoba_bata1289,BIPA_m_u006D,m,,,,false,lapsyd,bataktoba
1610,papiamentu_papi1253,BIPA_f_u0066,f,,,,false,lapsyd,papiamentu
1612,chuvash_chuv1255,BIPA_z_u007A,'z',,,,true,lapsyd,chuvash
1613,tonkawa_tonk1249,BIPA_j_u006A,j,,,,false,lapsyd,tonkawa
1614,maricopa_mari1440,BIPA_qw_u0071u02B7,qʷ,,,,false,lapsyd,maricopa
1615,japanese_nucl1643,BIPA_z_u007Au032A,z̪,,,,false,lapsyd,japanese
1616,tzutujileasternsanjuanlalagunadialect_tzut1248,BIPA_j_u006A,j,,,,false,lapsyd,tzutujileasternsanjuanlalagunadialect
1617,tetunwesterndialect_tetu1245,BIPA_f_u0066,f,,,,false,lapsyd,tetunwesterndialect
1618,itonama_iton1250,BIPA_k_u006Bu02BC,kʼ,,,,false,lapsyd,itonama
1620,towa_jeme1245,BIPA_i_u0268u02D0,ɨː,,,,false,lapsyd,towa
1621,murle_murl1244,BIPA_u_u028Au02D0,ʊː,,,,false,lapsyd,murle
1622,chukchansi_yoku1256,BIPA_a_u0061,a,,,,false,lapsyd,chukchansi
1623,fur_furr1244,BIPA_r_u027E,ɾ,,,,false,lapsyd,fur
